brand,key,name,subhead,description,rating,rating_count,ingredients,rating_by_reviews
hd,61_hd,Vanilla Bean Ice Cream,"","a unique twist to our iconic flavor. our ice cream blends Madagascar vanilla and pure, sweet cream with flecks of real vanilla beans, for a spicy and sweet delight.",4.5,115,"CREAM, SKIM MILK, CANE SUGAR, EGG YOLKS, GROUND VANILLA BEANS, VANILLA EXTRACT",2.055837242679348
hd,62_hd,Vanilla Blackberry Chocolate TRIO CRISPY LAYERS,"","It begins with the classic taste of pure vanilla ice cream then, one layer of crispy Belgian chocolate later, becomes the vine-ripened intensity of blackberry ice cream.",4.3,74,"CREAM, SKIM MILK, CANE SUGAR, EGG YOLKS, CREAM, SKIM MILK, CANE SUGAR, EGG YOLKS, NATURAL FLAVOR, LEMON JUICE CONCENTRATE, SUGAR, COCONUT OIL, SOY LECITHIN",1.5433333333333332
hd,63_hd,Vanilla Caramel White Chocolate TRIO CRISPY LAYERS,"",This incredible combination of tastes and textures combines layers of vanilla and caramel ice cream with crunchy white chocolate and sweet caramel sauce.,5.0,32,"CREAM, SKIM MILK, SUGAR, SWEETENED CONDENSED MILK, CONDENSED MILK, SUGAR, CORN SYRUP, EGG YOLKS, CARAMELIZED SUGAR, SUGAR, WATER, SEA SALT, BAKING SODA, SOY LECITHIN, VANILLA EXTRACT, CREAM, SKIM MILK, SUGAR, EGG YOLKS, SUGAR, COCOA BUTTER, NONFAT DRY MILK, COCONUT OIL, SKIM MILK, SOY LECITHIN, CORN SYRUP, SWEETENED CONDENSED MILK, CONDENSED MILK, SUGAR, CREAM, SUGAR, WATER, BUTTER, CREAM, SALT, SALT, PECTIN, SOY LECITHIN",4.222222222222222
hd,66_hd,Vanilla Milk Chocolate Almond Ice Cream Bar,"","We start with pure, sweet vanilla and blend it with sweet, fresh cream to make our incredibly smooth vanilla ice cream. Then we dip it in a crunchy roasted almond and milk chocolate coating.",2.5,224,"CREAM, SKIM MILK, SUGAR, EGG YOLKS, MILK CHOCOLATE, SUGAR, WHOLE MILK POWDER, CHOCOLATE, COCOA BUTTER, SOY LECITHIN, VANILLA EXTRACT, ALMONDS ROASTED IN VEGETABLE OIL, SAFFLOWER OIL, COCONUT OIL",1.5008052148841473
hd,69_hd,White Chocolate Raspberry Ice Cream Bar,"","Inspired by a familiar favorite, this bar of smooth white chocolate ice cream with swirls of tart raspberry is dipped in milk chocolate and then sprinkled with dark chocolate. Perfect for getting carried away.",3.9,11,"WHITE CHOCOLATE ICE CREAM, CREAM, SKIM MILK, SUGAR, EGG YOLKS, COCOA BUTTER, NATURAL FLAVOR, MILK CHOCOLATE AND VEGETABLE OIL COATING, MILK CHOCOLATE, SUGAR, WHOLE MILK POWDER, CHOCOLATE, COCOA BUTTER, SOY LECITHIN, VANILLA EXTRACT, COCONUT OIL, RASPBERRY SWIRL, RASPBERRY PUREE, SUGAR, WATER, LEMON JUICE CONCENTRATE, PECTIN, NATURAL FLAVOR, DARK CHOCOLATE, SUGAR, CHOCOLATE, SOY LECITHIN, VANILLA EXTRACT, COCONUT OIL, SOYBEAN OIL",2.1666666666666665
talenti,0_talenti,ALPHONSO MANGO SORBETTO,"","Our simple and delicious Alphonso Mango Sorbetto is made with the finest ripe mangoes of Maharashtra, pure sugar, and fresh lemon. It’s the perfect dairy-free and vegan treat that everyone can enjoy.",4.7,139,"MANGOS, WATER, SUGAR, DEXTROSE, LEMON JUICE, CAROB BEAN GUM",2.087365720699054
talenti,2_talenti,BELGIAN CHOCOLATE GELATO,"","Our Belgian Chocolate gelato is made with melted, imported Belgian chocolate blended until smooth with fresh milk, cream, eggs and a hint of vanilla. When it comes to chocolate gelato, there’s good, there’s better, and there’s Belgian.",4.8,27,"MILK, SUGAR, CREAM, EGG AND EGG YOLK, DEXTROSE, CHOCOLATE, COCOA (PROCESSED WITH ALKALI), COCOA BUTTER, CHOCOLATE, CAROB GUM, SOY LECITHIN, NATURAL FLAVOR",3.1773504273504276
talenti,6_talenti,CARAMEL COOKIE CRUNCH GELATO,"","This is one of our best-selling flavors that people can’t get enough of (and we don’t blame them)! In our Caramel Cookie Crunch gelato recipe, we blend chocolate cookies into our delicious sweet cream gelato, then add a swirl of our one-of-a-kind dulce de leche. This caramelly combo results in one of our finest flavors to-date that will keep you coming back for more.",4.2,334,"MILK, SUGAR, CREAM, SKIM MILK, COCONUT, PALM AND SOYBEAN OILS, DEXTROSE, COCOA (PROCESSED WITH ALKALI), ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), CORN SYRUP, SUNFLOWER LECITHIN, CAROB BEAN GUM, VANILLA EXTRACT, GUAR GUM, BAKING SODA, DRIED CANE SYRUP, COCOA, SOY LECITHIN, NATURAL FLAVOR, CORN STARCH, SALT",1.5494897439888882
talenti,8_talenti,CHOCOLATE CHERRY CHEESECAKE,"","Cherry cheesecake is a classic dessert and we think our Chocolate Cherry Cheesecake Layer is a soon-to-be classic, as well. We started with a cheesecake gelato made with real cream cheese to taste exactly like cheesecake. In the second indulgent layer we added chocolate flakes to create a decadent texture. We followed this with a third layer of black cherry sauce made with U.S. grown black cherries. Next, we included another layer of cheesecake gelato. Finally, to replicate classic graham cracker crust, we crafted a fifth layer of graham cookie pieces.",4.3,77,"MILK, SUGAR, CREAM CHEESE (CREAM, MILK, CHEESE CULTURE, SALT, GUAR GUM, CAROB BEAN GUM, XANTHAN GUM), CREAM, CHOCOLATE, EGG YOLKS AND EGG WHITES, WHEAT FLOUR, WATER, DEXTROSE, CHERRY PUREE, CHERRY JUICE CONCENTRATE, COCONUT OIL, MILK FAT, COCOA BUTTER, WHEAT BRAN, LEMON JUICE CONCENTRATE, CHOCOLATE PROCESSED WITH ALKALI, NATURAL FLAVOR, HONEY, VANILLA EXTRACT, CAROB BEAN GUM, SOY LECITHIN, BAKING SODA, SALT, WHEAT GERM",2.3906729073395745
talenti,9_talenti,CHOCOLATE CHIP COOKIE DOUGH GELATO,"","We begin with our vanilla gelato, add chocolate chip cookie dough pieces, then finish with bonus swirls of fudge, resulting in this gelato that’s a nostalgic blend of child and adulthood.",2.8,104,"MILK, SUGAR, CREAM, WHEAT FLOUR, DEXTROSE, SKIM MILK, CHOCOLATE LIQUOR, VANILLA EXTRACT, EGGS, COCOA (PROCESSED WITH ALKALI), MOLASSES, SOYBEAN OIL, CAROB BEAN GUM, RICE FLOUR, NATURAL FLAVOR, SALT, COCOA BUTTER, LEMON PEEL, SOY LECITHIN",1.519708365368662
talenti,10_talenti,CHOCOLATE PEANUT BUTTER CUP GELATO,"","Milk chocolate gelato shares the stage with peanut butter and mini peanut butter cups to create our chocolate peanut butter cup gelato. Best-tasting party ever? We’d say “yes,” but our mouths are full.",4.4,77,"MILK, SUGAR, PEANUTS, CREAM, EGG AND EGG YOLK, DEXTROSE, COCONUT OIL, CHOCOLATE, COCOA (PROCESSED WITH ALKALI), COCOA BUTTER, SKIM MILK, SALT, CAROB BEAN GUM, SOY LECITHIN, NATURAL FLAVOR, COCOA, VANILLA EXTRACT",2.2888888888888888
talenti,12_talenti,COCONUT CHOCOLATE COOKIE,"","",4.3,29,"WATER, SUGAR, DESICCATED COCONUT, COCONUT OIL, WHEAT FLOUR, DEXTROSE, COCOA PROCESSED WITH ALKALI, ROLLED OATS, CHOCOLATE LIQUOR, BROWN SUGAR, CANOLA OIL, CAROB BEAN GUM, NATURAL FLAVOR, SEA SALT, SUNFLOWER LECITHIN, PECTIN, GUAR GUM, BAKING SODA, SALT, SOY LECITHIN",1.7666666666666666
talenti,14_talenti,COFFEE COOKIE CRUMBLE,"","Inspired by an affogato, Coffee Cookie Crumble, is a coffee lover’s dream. We began with cold brew gelato made with fair trade Brazilian and Colombian coffee beans and sprinkled in dark chocolate chunks. From there, we added vanilla gelato, a chocolate coffee sauce and finally traditional Italian Amaretti Cookies for a unique Talenti twist.",4.4,26,"MILK, SUGAR†, CREAM, CHOCOLATE, EGG YOLKS, WATER, WHEAT FLOUR, CORN SYRUP†, SKIM MILK, DEXTROSE†, COCOA (PROCESSED WITH ALKALI), PALM OIL, NATURAL FLAVOR, MILK FAT, COFFEE, COCOA BUTTER, VANILLA EXTRACT, EGG WHITES, SOY LECITHIN, CAROB BEAN GUM, CHOCOLATE (PROCESSED WITH ALKALI), SUNFLOWER LECITHIN, PECTIN, LEMON JUICE CONCENTRATE, MOLASSES†, BAKING SODA, SALT, GUAR GUM, LEMON PEEL",1.7
talenti,15_talenti,COLD BREW COFFEE SORBETTO,"","Our Cold Brew Coffee Sorbetto is created by perfectly blending fair-trade Brazilian and Colombian cold brew coffee with everything but the milk. If this sorbetto was a coffee, we’d call it a South Americano.",4.5,131,"WATER, SUGAR, EGG YOLKS AND EGG WHITES, COCONUT OIL, ALMONDS, COFFEE EXTRACT CONCENTRATE, DEXTROSE, CAROB BEAN GUM,VANILLA EXTRACT",1.857355090330796
talenti,16_talenti,DARK CHOCOLATE CHERRY,"","This Layer was inspired by a cherry cordial and features the perfect pairing of dark chocolate and black cherry. We started with our Double Dark Gelato which features sophisticated hints of vermouth. Followed by chocolate flakes, a black cherry sauce, more Double Dark Gelato and a fifth layer of fudge truffles, this refined flavor is sure to please a crowd.",4.2,48,"MILK, SUGAR, CREAM, EGG YOLKS AND EGG WHITES, CHOCOLATE, COCOA PROCESSED WITH ALKALI, COCONUT OIL, DEXTROSE, WATER, CHERRY PUREE, CANOLA OIL, VERMOUTH, CHERRY JUICE CONCENTRATE, MILK FAT, COCOA BUTTER, WHEY, LEMON JUICE CONCENTRATE, VANILLA EXTRACT, CHOCOLATE PROCESSED WITH ALKALI, CAROB BEAN GUM, COCOA, SOY LECITHIN, SALT, NATURAL FLAVOR",2.3474156545209177
talenti,17_talenti,DARK CHOCOLATE SORBETTO,"",Recipe #59,4.2,41,"WATER, SUGAR, COCOA PROCESSED WITH ALKALI, DEXTROSE, COCONUT OIL, EGG YOLKS, EGG WHITES, CHOCOLATE LIQUOR, CAROB BEAN GUM, SEA SALT, NATURAL FLAVOR, PECTIN",1.66107324806009
talenti,19_talenti,FUDGE BROWNIE GELATO,"","Fudge Brownie gelato. Real, gooey, perfect brownies blended into our dark chocolate gelato. And we added a swirl of rich, dark fudge because we clearly wanted to go all in on this pint.",4.7,34,"MILK, SUGAR, CREAM, EGG AND EGG YOLK, CHOCOLATE, DEXTROSE, COCOA (PROCESSED WITH ALKALI), WHEAT FLOUR, PALM OIL, SKIM MILK, FRUCTOSE, BROWN SUGAR, CAROB GUM, COCOA, SOYBEAN OIL, SALT, NATURAL FLAVOR, SOY LECITHIN, CORN STARCH",2.4814102564102565
talenti,20_talenti,HAZELNUT CHOCOLATE CHIP GELATO,"","Hazelnut combines with chocolatey chips and roasted hazelnut pieces to create this Clearly Talenti take on a classic. Hazelnut Chocolate Chip gelato: the clear choice if you’re sweet and nutty, and looking for your gelato doppelgänger.",4.3,72,"MILK, SUGAR, CREAM, HAZELNUTS, CHOCOLATE, DEXTROSE, MILK FAT, COCOA BUTTER, CAROB BEAN GUM, CHOCOLATE (PROCESSED WITH ALKALI), VANILLA EXTRACT, XANTHAN GUM, SOY LECITHIN",2.092171717171717
talenti,22_talenti,LEMON BERRY PIE,"","Inspired by a classic summer dessert, this Layer pairs sweet and tart lemon gelato, all-American blueberries with pie crust pieces and graham cracker cookies for double the pie! We steeped lemon zest in fresh cream, milk and sugar to create a perfect lemon gelato.",4.2,31,"MILK, SUGAR†, CREAM, LEMON JUICE, WHEAT FLOUR, TAPIOCA SYRUP, WATER, COCONUT OIL, BLUEBERRIES, DEXTROSE†, EGG YOLKS, PALM OIL, NATURAL FLAVOR, WHEAT BRAN, WHOLE EGG, CAROB BEAN GUM, GUAR GUM, SALT, BAKING SODA, LEMON PEEL, WHEAT GERM, SOY LECITHIN, PECTIN, RED CABBAGE JUICE (COLOR)",1.75
talenti,23_talenti,MADAGASCAN VANILLA BEAN GELATO,"","Fresh milk, sugar and cream are slow cooked and the finest vanilla beans are imported from Madagascar to create a rich, one-of-a-kind taste that’s anything but plain vanilla.",3.9,198,"MILK, SUGAR, CREAM, DEXTROSE, VANILLA EXTRACT, SUNFLOWER LECITHIN, CAROB BEAN GUM, GUAR GUM, NATURAL FLAVOR, LEMON PEEL",2.0142836894429736
talenti,24_talenti,MEDITERRANEAN MINT GELATO,"",Our Mediterranean Mint gelato uses real mint leaves steeped for 45 full minutes to get the perfect mint taste that is only amplified by the bittersweet chocolate flecks found throughout this iconic pint.,4.7,324,"MILK, SUGAR, CREAM, CHOCOLATE, DEXTROSE, MILK FAT, COCOA BUTTER, SUNFLOWER LECITHIN, CAROB BEAN GUM, NATURAL FLAVOR, GUAR GUM, CHOCOLATE (PROCESSED WITH ALKALI), VANILLA EXTRACT, SOY LECITHIN, MINT LEAF EXTRACTIVES",2.419016775530522
talenti,25_talenti,MINT FUDGE COOKIE,"","In this Layer, our Mediterranean Mint Gelato is the star of the show. So, of course, we began with our Mediterranean Mint Gelato made with fresh mint leaves. We used chocolatey cookies for an extra crunch in our second layer and swirled in a third layer of fudge sauce. Next, we used even more Mediterranean Mint Gelato in the fourth layer and finished with chocolate cookie pieces in the final layer.",4.7,52,"MILK, SUGAR, CREAM, COCONUT OIL, WHEAT FLOUR, COCOA PROCESSED WITH ALKALI, SKIM MILK, WATER, ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON,THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), DEXTROSE, CHOCOLATE, CANOLA OIL, PALM OIL AND SOYBEAN OIL, BUTTER (CREAM, SALT), NATURAL FLAVOR, SUNFLOWER LECITHIN, SOY LECITHIN, CAROB BEAN GUM, DRIED CANE SYRUP, COCOA, GUAR GUM, BAKING SODA, SALT, CORN STARCH, VANILLA EXTRACT, MINT LEAF EXTRACTIVES",3.416058448991977
talenti,26_talenti,OLD WORLD EGGNOG GELATO,"","Made with fresh milk, sugar, cream, egg yolks, pure vanilla extract, and nutmeg, our Old World Eggnog gelato recipe proves that, eggnog is meant to be eaten with a spoon.",4.6,33,"MILK, SUGAR, CREAM, DEXTROSE, EGG YOLKS, CAROB GUM, VANILLA EXTRACT, NUTMEG, NATURAL FLAVOR",3.326136363636364
talenti,31_talenti,PACIFIC COAST PISTACHIO GELATO,"","",4.5,201,"MILK, SUGAR, CREAM, PISTACHIOS, DEXTROSE, CAROB BEAN GUM, NATURAL FLAVOR, VANILLA EXTRACT",2.319804157047049
talenti,34_talenti,PEPPERMINT BARK GELATO,"",A white chocolate peppermint gelato and semisweet chocolatey flakes combine for our Peppermint Bark gelato that tastes like winter in a pint.,4.4,71,"MILK, SUGAR, CREAM, CHOCOLATE (PROCESSED WITH ALKALI), DEXTROSE, COCOA BUTTER, COCONUT AND SOYBEAN OIL, VANILLA EXTRACT, CAROB GUM, SOY LECITHIN, NATURAL FLAVOR",1.9873015873015873
talenti,35_talenti,PUMPKIN PIE,"","Pumpkin Pie Layers is the ultimate holiday dessert in jar! We began with an indulgent layer of pumpkin gelato, followed by a layer of pie crust pieces. We then added a layer of rich brown sugar sauce (the same one we used in our original pumpkin pie flavor). And lastly, another layer of pumpkin gelato then more pie crust pieces!",4.6,63,"MILK, SUGAR†, CREAM, WHEAT FLOUR, PUMPKIN, WATER, BUTTER, BROWN SUGAR†, COCONUT OIL, DEXTROSE†, TAPIOCA STARCH, EGG, SUNFLOWER LECITHIN, CINNAMON, NATURAL FLAVOR, CAROB BEAN GUM, SALT, CARROT POWDER (COLOR), NUTMEG, GUAR GUM, VANILLA EXTRACT",2.9640758547008548
talenti,39_talenti,SEA SALT CARAMEL GELATO,"","",4.1,146,"MILK, SKIM MILK, SUGAR, CREAM, EGG YOLK AND WHOLE EGG, CORN SYRUP, COCONUT OIL, DEXTROSE, COCOA (PROCESSED WITH ALKALI), SEA SALT, CAROB BEAN GUM, VANILLA EXTRACT, SOY LECITHIN, NATURAL FLAVOR",2.0195109600789114
talenti,41_talenti,STRAWBERRY HIBISCUS SORBETTO,"","Sweet strawberries and real hibiscus flowers are blended together for a perfectly sweet and tart dairy-free sorbetto. There is ¼ cup of real strawberries in each serving! For a pop of color, we finish with a beautiful hibiscus swirl to complete this delicious refreshing sorbetto.",4.4,14,"WATER, STRAWBERRIES, SUGAR, DEXTROSE, CORN SYRUP, LEMON JUICE, HIBISCUS POWDER, HIBISCUS FLOWER, CAROB BEAN GUM, LIME JUICE CONCENTRATE, PECTIN, VEGETABLE JUICE (FOR COLOR)",3.479091636654662
talenti,43_talenti,VANILLA CARAMEL SWIRL GELATO,"","Our Vanilla Caramel Swirl gelato is our simple vanilla bean gelato combined with our rich dulce de leche. It begs the question, “Where have you been all my life?”",3.6,38,"MILK, SUGAR, CREAM, SKIM MILK, DEXTROSE, VANILLA EXTRACT, CORN SYRUP, CAROB GUM, NATURAL FLAVOR, LEMON PEEL, VANILLA BEANS",2.2242193173565723
talenti,44_talenti,VANILLA FUDGE COOKIE,"","Vanilla Fudge Cookie features two of our iconic gelato flavors! We started with our Talenti Double Dark Gelato on top, then created a layer of chocolate cookie chunks, followed by a fudge sauce. Next, we mixed in our Madagascan Vanilla Bean Gelato and finally, a fifth layer of chocolatey waffle cones to add a savory and sweet crunch.",4.3,114,"MILK, SUGAR, SKIM MILK, CREAM, WATER, COCONUT OIL, CORN SYRUP, WHOLE EGG AND EGG YOLK, COCOA PROCESSED WITH ALKALI, ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), DEXTROSE, PALM OIL AND SOYBEAN OIL, BAKING SODA, VANILLA EXTRACT, CAROB BEAN GUM, SUNFLOWER LECITHIN, SEA SALT, SOY LECITHIN, NATURAL FLAVOR, DRIED CANE SYRUP, COCOA, BUTTER (CREAM, SALT), GUAR GUM, CORN STARCH, SALT",2.013214789848184
breyers,1_breyers,Homemade Vanilla,"","Breyers® Homemade Vanilla ice cream is thick and smooth like it was just churned. It’s how homemade should taste, which makes it the perfect pairing to your favorite homemade treats. Try it with any one of our favorite recipes, like Rice Cereal Treat Ice Cream Sandwiches, Chocolate Chip Ice Cream Pies, or even a Banana Split Ice Cream Cake! Check out for more ideas!","","","",1.4316239316239316
breyers,2_breyers,Extra Creamy Vanilla,"","Breyers® Extra Creamy Vanilla is our creamiest vanilla. Fresh cream and sweet vanilla come together to make your favorite treat creamier than ever before! Add it to Brownie Bowl Sundaes, Hot Fudge Sundaes, or blend it into a Creamy Mojito Shake. Extra Creamy Vanilla makes them all extra dreamy.","","","",1.764965986394558
breyers,3_breyers,Chocolate,"","Dig into a mouth-watering scoop of Breyers® Chocolate ice cream to find out why it's America's favorite. Rich, creamy ice cream with just the right amount of sweetness and real cocoa! Who can resist our Breyers® Chocolate ice cream? That fresh cream taste in Breyers® Chocolate ice cream is thanks in part to our partnerships with American farmers, who ensure the highest quality of dairy for our desserts.","","","",2.2840625505099195
breyers,7_breyers,Delights Creamy Chocolate,"","Now you can indulge without all the guilt! Who knew that a whole pint of Creamy Chocolate ice cream was 270 calories, and tasted delicious too...we did! That's because here at Breyers®, we have over 150 years of experience making mouth-watering ice cream.","","","",2.4041281606982414
breyers,8_breyers,Delights Mint Chip,"","Now you can indulge without all the guilt! Who knew that a whole pint of Mint Chip ice cream was 310 calories, and tasted delicious too...we did! That's because here at Breyers®, we have over 150 years of experience making mouth-watering ice cream.","","","",2.3817983037370793
breyers,10_breyers,Delights Vanilla Bean,"","Now you can indulge without all the guilt! Who knew that a whole pint of Vanilla Bean ice cream was 260 calories, and tasted delicious too...we did! That's because here at Breyers®, we have over 150 years of experience making mouth-watering ice cream.","","","",2.0123074229691875
breyers,11_breyers,French Vanilla,"","Ooo la la! It’s Breyers® French Vanilla ice cream! A classic twist on your favorite Breyers® vanilla. The signature taste of Breyers® French Vanilla was inspired by the traditional French custard, and is our richest, most indulgent Vanilla. It’s the perfect complement to delicious breakfast-style desserts, like French Toast a la Mode, French Vanilla Puff Pancakes, or a Fruit Salad Parfait.","","","",2.0238095238095237
breyers,15_breyers,OREO®,"","Breyers® vanilla and heaps of OREO® cookies? Yes please! If you’re anything like us, you love Breyers® vanilla and OREO® cookies. So why not combine your love into one tub with Breyers® OREO® Cookies & Cream? Rich, creamy vanilla goodness surrounds those chunks of 100% REAL OREO® cookies and will be sure to bring a smile to your face.","","","",1.1346560846560847
breyers,21_breyers,Vanilla Fudge Twirl,"",Rich fudge swirled through creamy smooth vanilla makes for a 'twirling' good time in Breyers® Vanilla Fudge Twirl! Twirl around in enjoyment!,"","","",0.75
breyers,22_breyers,CarbSmart™ Chocolate,"",Discover the Breyers® CarbSmart™ Chocolate treat! It's perfect when you want something sweet for dessert while still eating healthy!,"","","",2.8804602446622485
breyers,24_breyers,Lactose Free Chocolate,"","Have a lactose sensitivity? No problem! Try our Breyers® Lactose Free Chocolate! It’s the same great chocolate, just without the lactose*! A creamy, delicious dessert made with real cocoa.","","","",2.9166666666666665
breyers,25_breyers,No Sugar Added Vanilla Chocolate Strawberry,"","Vanilla. Chocolate. Strawberry. All in one!? And with no sugar added? Oh my! The Breyers® take on the classic Neopolitan is the best of 3 worlds with the added bonus of no sugar added! Our Signature vanilla, chocolate and strawberry Breyers® come together in one delicious package. Whether one at a time or all three in a scoop, there’s something for everyone!","","","",1.72985347985348
breyers,27_breyers,Raspberry Cheesecake Gelato Indulgences,"","Discover Breyers® Raspberry Cheesecake Gelato Indulgences ®. Get wrapped up in silky cheesecake gelato, luscious raspberry sauce and gourmet graham crumbles.","","","",1.5
breyers,28_breyers,REESE'S,"",Breyers® joins forces with America’s favorite peanut butter chocolate candy to bring you Breyers® REESE'S Peanut Butter! Peanut butter Breyers® is loaded with chunks of 100% REAL REESE'S Peanut Butter Cups and a rich fudge swirl for a dessert that can’t be beat.,"","","",1.4495238095238094
breyers,33_breyers,CarbSmart™ Almond Bar,"","Breyers® CarbSmart™ Vanilla & Almond Bar is low on carbs and big on taste! At 4g net carbs and 150 calories per serving, it is sure to satisfy any craving! Breyers® CarbSmart™ proves that fewer carbs doesn't mean less taste.","","","",1.462359443491519
breyers,34_breyers,HEATH & Waffle Cone 2in1,"","Love HEATH bars? What about fudge-covered waffle cone? With Breyers® 2in1 you can treat yourself to both! Try our vanilla Breyers® loaded with pieces of real HEATH English Toffee Bar pieces, swirled together with chocolate Breyers® and fudge-covered waffle cone pieces. It’s sure to be your new favorite dessert. We hope you agree that our new HEATH Waffle Cone is top notch!","","","",1.3261904761904761
breyers,36_breyers,CarbSmart™ Vanilla Bar,"","Watching your grams of sugar or carbs? Try our Breyers® CarbSmart™ Vanilla Bars, with 140 calories, 5g net carbs, 5g sugars, and 3g fiber per serving+! Delicious vanilla Breyers® in a chocolatey shell – mm so good! Sometimes, you just need a treat that you can grab and go in the classic combination of vanilla and chocolate!","","","",1.8174603174603174
breyers,37_breyers,HEATH,"",Breyers® joins forces with one of your favorite candy bars to bring you Breyers® HEATH! Chunks of real HEATH Milk Chocolate English Toffee Bar are nestled in toffee-flavored Breyers® with a sweet caramel swirl for a dessert that can’t be beat.,"","","",1.3333333333333333
breyers,39_breyers,CarbSmart™ Fudge Bar,"",Breyers® CarbSmart™ Fudge Bar is rich on chocolate taste but low on carbs! Now you can enjoy dessert even when you are trying to eat healthy! Breyers® CarbSmart™ proves that fewer carbs* doesn't mean less taste. Make sweeter family moments while keeping carb-watchers happy by the bar or by the scoop. Treat yourself to a scoop of Breyers® CarbSmart™ Fudge Bar—3 grams of net carbs+ and 60 calories per serving! +SEE NUTRITION FACTS FOR MORE INFORMATION +NET CARBS ARE CALCULATED BY SUBTRACTING TOTAL DIETARY FIBER AND SUGAR ALCOHOL FROM TOTAL CARBOHYDRATES,4.4,34,"MILK, WATER, MALTITOL SYRUP, POLYDEXTROSE, COCONUT OIL, DUTCHED COCOA (PROCESSED WITH ALKALI), WHEY, GLYCERIN, CREAM, SOLUBLE CORN FIBER, VEGETABLE GUMS, GUAR, CAROB BEAN, MONO AND DIGLYCERIDES, ACESULFAME POTASSIUM, SUCRALOSE, NATURAL FLAVOR",2.086672794117647
breyers,46_breyers,Rocky Road,"","Deliciously gooey marshmallow swirled through rich chocolate Breyers® and real, chocolatey-covered almonds. Breyers® Rocky Road is the fastest road to fun! Love Breyers® chocolate ice cream? Well this dessert, made with rich cocoa will be sure to be your new favorite.","","","",1.1363455988455988
breyers,47_breyers,Cherry Vanilla,"","Take juicy cherries and add smooth and creamy Breyers® vanilla, for a delicious Breyers® Cherry Vanilla. Now that's a refreshingly delicious family-time dessert! Those chunks of juicy cherries are even 100% sustainably farmed and the great vanilla taste? It’s from the sustainable vanilla we source from Madagascar. Our vanilla is also certified by Rainforest Alliance, so you can feel good about helping farmers, while you enjoy your bowl! We believe that the quality of our ingredients makes delicious desserts.","","","",1.6518713450292395
breyers,48_breyers,Cookies & Cream,"","Take a milk and cookie break. Dive into Breyers® rich and creamy vanilla packed with scrumptious, cream-filled chocolate cookie pieces in Breyers® Cookies & Cream! That delicious vanilla taste mixed with chocolate cookies – what a combination!","","","",3.5416666666666665
breyers,51_breyers,Coffee,"","Enjoy Breyers® Coffee by the scoop and brew up good times! This delicious treat is made with fresh cream and rich, roasted Colombian coffee. Smooth and creamy, it’s a coffee lovers dream come true.","","","",1.1606153946485755
breyers,54_breyers,Extra Creamy Chocolate,"","Breyers® Extra Creamy Chocolate is our creamiest chocolate. Fresh cream and real cocoa come together to make your favorite treat creamier than ever before! Add it to Brownie Bowl Sundaes, Hot Fudge Sundaes, or blend it into a Creamy Chocolate Mojito Shake. Extra Creamy Chocolate makes them all extra dreamy.","","","",1.1944444444444444
breyers,56_breyers,Chocolate Truffle,"","It’s every chocolate-lover’s dream! Savor the creamy, delicious taste of Breyers® dark chocolate ice cream and pieces of dark chocolate truffles in every bite of Breyers® Chocolate Truffle!","","","",0.25
breyers,67_breyers,Layered Dessert Peach Cobbler,"","Love peach cobbler topped with Breyers®? Then make sure you don't miss out on our Limited Edition Peach Cobbler Layered Dessert. We start with smooth Breyers® and stir in real buttery shortbread pieces between two layers of peach with peach pieces. The experience of peach cobbler topped with Breyers, all in one scoop!","","","",1.573809523809524
breyers,68_breyers,Layered Dessert Brownie Cheesecake,"",Love brownie cheesecake? What about Breyers®? Now you can get both delicious desserts in just one scoop! We start with smooth cheesecake Breyers® and stir in real cheesecake pieces and surround it by two layers of chocolate with brownies.,"","","",1.2833333333333334
